geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,seqnames,start,end,strand,gene_name,gene_biotype
ENSG00000004660,78.1195925996948,-0.664894015833916,0.357891200561802,-1.85781045968773,0.0631959352489613,0.237986328754524,17,3860315,3894891,-,CAMKK1,protein_coding
ENSG00000004700,1035.32737267248,0.366694603038002,0.116680886082855,3.14271356130784,0.00167389555312705,0.0159136740376018,12,21468910,21501669,-,RECQL,protein_coding
ENSG00000004766,478.923781348217,-0.0304217792744637,0.0988526459312075,-0.307748760671864,0.758273513470233,0.919244677968445,7,93232340,93361123,+,VPS50,protein_coding
ENSG00000004776,2774.54856159919,-0.0767099905198717,0.296952768899688,-0.258323876905101,0.796156960355635,0.934012388754232,19,35754566,35758079,-,HSPB6,protein_coding
ENSG00000004777,97.180969277096,-0.384411434051618,0.289278011095585,-1.32886503400564,0.1838925015501,0.46211269724296,19,35774532,35788822,+,ARHGAP33,protein_coding
ENSG00000004779,365.675340229343,0.0961412202057443,0.136537697662948,0.704136819730733,0.481347572307397,0.763170485360139,16,23581014,23596316,-,NDUFAB1,protein_coding
ENSG00000004799,914.370594679048,2.54405845747004,0.901175648704264,2.82304394390589,0.00475700509138566,0.0359682199810843,7,95583499,95596516,-,PDK4,protein_coding
ENSG00000004838,12.8073767201223,-0.433727657242821,0.456685428561589,-0.94972957339349,0.342249678924292,0.651072421963073,3,50341110,50345732,-,ZMYND10,protein_coding
ENSG00000004846,17.9989448799634,-1.88130050944676,0.699834600304067,-2.68820734017633,0.00718367756883368,0.0493425671130445,7,20615667,20777038,+,ABCB5,protein_coding
ENSG00000004864,150.441868371746,0.00688175027209635,0.236772194391422,0.0290648582692938,0.976812862988405,0.994032320509034,7,96120220,96322147,-,SLC25A13,protein_coding
ENSG00000004866,412.126309009694,-0.582168519311389,0.178226033256546,-3.26646174340531,0.00108900521083286,0.0113171732265728,7,116953238,117230176,+,ST7,protein_coding
ENSG00000004897,1518.08067451679,0.0543205233811672,0.0757086626944594,0.717494160481884,0.473069238297414,0.755961334466125,17,47117703,47189422,-,CDC27,protein_coding
ENSG00000004961,437.43128865745,-0.15421433428354,0.147902974879617,-1.04267229519258,0.297100093426633,0.604808558528792,X,11111301,11123086,+,HCCS,protein_coding
ENSG00000004975,991.980595876841,-0.314412252122534,0.177232394965594,-1.77401119125864,0.0760612991854717,0.268893995872617,17,7225342,7234517,-,DVL2,protein_coding
ENSG00000005007,2261.96310265218,0.241537892711413,0.0841542594539702,2.87018024136409,0.00410237881822938,0.0320465382601975,19,18831959,18868230,+,UPF1,protein_coding
ENSG00000005020,755.686647309337,0.216546604399942,0.205777632165067,1.052333055452,0.292646770934216,0.599187267817834,7,26667068,26995239,-,SKAP2,protein_coding
ENSG00000005022,1118.96178081713,-0.0367979082256522,0.119389384006909,-0.308217590129476,0.757916768594184,0.919244239542704,X,119468422,119471396,+,SLC25A5,protein_coding
ENSG00000005059,211.729339406469,0.105528405159689,0.217377443207221,0.485461617372558,0.627348933119275,0.852592664456933,4,109560209,109688719,+,MCUB,protein_coding
ENSG00000005075,817.88012949054,0.0608328100324376,0.12098170289944,0.502826531405346,0.615086238405511,0.846484797865443,7,102473128,102478922,-,POLR2J,protein_coding
ENSG00000005100,485.153455516323,0.371229104922874,0.132398904253274,2.80386840825152,0.00504935088567822,0.0376544228222649,17,5440917,5468982,-,DHX33,protein_coding
ENSG00000005108,10.560031488264,0.563175349894286,0.500020640278455,1.12630420532372,0.260036778374006,0.562777549531139,7,11370365,11832198,-,THSD7A,protein_coding
ENSG00000005156,205.661595392504,-0.339743965758368,0.281146780085254,-1.20842204081208,0.226884966037298,0.522926400472868,17,34980512,35009743,+,LIG3,protein_coding
ENSG00000005175,312.283338777765,-0.230229430889835,0.270591375333161,-0.85083802322365,0.394859336620126,0.696888507174585,12,47661249,47706030,-,RPAP3,protein_coding
ENSG00000005187,8.73445059403319,-0.0217423264097959,0.574576894756763,-0.0378405860176471,0.969814784568362,0.991981146827035,16,20610243,20797581,+,ACSM3,protein_coding
ENSG00000005189,75.3289580877458,-0.329964523948894,0.277513923220535,-1.18900169086895,0.234439001559421,0.533118574180876,16,20806429,20849665,+,REXO5,protein_coding
ENSG00000005194,455.352129529306,0.161717563087109,0.118726594443258,1.3621005794485,0.173166145485426,0.447380318357649,16,57428187,57447420,-,CIAPIN1,protein_coding
ENSG00000005206,659.198012799385,0.0697179568268764,0.0981720033184132,0.710161293141301,0.477604120712642,0.760091388660008,19,2328615,2355095,+,SPPL2B,protein_coding
ENSG00000005238,703.283913124846,-0.184721451121345,0.121999477412293,-1.51411674082083,0.129996233445816,0.377393764728092,9,35104112,35116341,-,FAM214B,protein_coding
ENSG00000005243,1017.28369123444,-0.0967079151457093,0.160145499677212,-0.603875321758231,0.545926537163602,0.8052213720519,17,48026167,48038030,-,COPZ2,protein_coding
ENSG00000005249,298.0308955353,0.647122946430031,0.215953392268547,2.99658615978261,0.0027302107293966,0.0235268276002987,7,107044705,107161811,+,PRKAR2B,protein_coding
ENSG00000005302,462.125450482054,0.155372764151693,0.140244971220484,1.10786691886033,0.267919294308924,0.571298495217557,X,11758159,11775772,+,MSL3,protein_coding
ENSG00000005339,2557.0995586306,-0.0917293223321279,0.120659205925678,-0.760234758951007,0.447114271449067,0.738198367291111,16,3725054,3880713,-,CREBBP,protein_coding
ENSG00000005379,152.234176247732,0.248428117776819,0.245727712685329,1.01098942020816,0.312021493501157,0.619969335652116,17,58301228,58328795,-,TSPOAP1,protein_coding
ENSG00000005381,4.50322841772011,-0.000678971079462017,1.01955636396276,-0.000665947566471977,0.999468650757682,0.99994455242725,17,58269855,58280935,-,MPO,protein_coding
ENSG00000005436,257.215345485388,0.149483177291965,0.141526086788272,1.05622348984747,0.290866121406833,0.597268022491841,2,75652000,75710985,-,GCFC2,protein_coding
ENSG00000005448,232.325480045639,0.310224992619072,0.161035566857968,1.92643773466944,0.0540497395361939,0.214556144332617,2,74421678,74425755,+,WDR54,protein_coding
ENSG00000005469,422.109843670998,-0.250568008080444,0.278581678295407,-0.899441806846833,0.36841737923595,0.673934244312452,7,87345664,87399794,+,CROT,protein_coding
ENSG00000005471,33.663699648536,-1.21868726216105,0.43478920545394,-2.80293817526745,0.00506393756827896,0.037723466957871,7,87401696,87480435,-,ABCB4,protein_coding
ENSG00000005483,1697.33592270124,0.0847527927613551,0.112266070671495,0.754927933741912,0.450292224092443,0.73957646331273,7,104940943,105115019,+,KMT2E,protein_coding
ENSG00000005486,850.249707514298,-0.105400556219923,0.165755076042473,-0.635881318005099,0.524853780184424,0.792112676403547,7,75842602,75888926,+,RHBDD2,protein_coding
ENSG00000005513,4.43384385812373,-0.959613227673981,0.851020760157436,-1.12760260689346,0.259487785258301,0.562106524589061,16,981770,986979,+,SOX8,protein_coding
ENSG00000005700,1158.18614534468,-0.051666487359732,0.135305578565882,-0.381850385677741,0.702572343082174,0.896595266656842,6,82169986,82247754,-,IBTK,protein_coding
ENSG00000005801,210.535787479172,-0.309297799356606,0.164360105915691,-1.88183012923623,0.0598590835922777,0.229768691115162,11,3339261,3379222,-,ZNF195,protein_coding
ENSG00000005810,2420.45766777556,-0.0211134792076496,0.0978884278552061,-0.21568922568539,0.829230000209438,0.946359812660687,13,77042474,77327094,-,MYCBP2,protein_coding
ENSG00000005812,1409.31667247605,0.473678347386827,0.166872554792967,2.83856352516748,0.00453170979917281,0.0346271518472064,13,76992598,77027195,-,FBXL3,protein_coding
ENSG00000005882,642.27616938214,-0.0611679350852376,0.131727283415537,-0.464352816661995,0.642394988941698,0.861595318380289,17,50094737,50112152,+,PDK2,protein_coding
ENSG00000005884,1284.6557363646,0.384738985073189,0.300686405525409,1.27953568236951,0.200708482563163,0.486706176771221,17,50055968,50090481,+,ITGA3,protein_coding
ENSG00000005889,786.828204811663,0.0872954442847126,0.211837485560704,0.412086860140233,0.680275759310085,0.884195236285659,X,24149173,24216255,+,ZFX,protein_coding
ENSG00000005893,5169.74720627403,0.0684479798248971,0.0859417156581382,0.796446513788155,0.425772551885965,0.721248694618628,X,120426148,120469365,-,LAMP2,protein_coding
ENSG00000005955,1427.89876652029,0.105332216748725,0.104810116597991,1.00498139080158,0.31490581067846,0.623013570332818,NA,NA,NA,NA,NA,NA
ENSG00000005961,8.38992974858045,-0.226737608367543,0.639580012466724,-0.354510153456898,0.722956596140565,0.905484315086058,17,44372180,44389649,-,ITGA2B,protein_coding
ENSG00000006007,2204.03850772542,0.167521163916581,0.131238763909658,1.27646100074441,0.201792604490341,0.488113859410171,16,19501693,19522123,-,GDE1,protein_coding
ENSG00000006015,372.379990370748,-0.0559170541204179,0.29721906762361,-0.188134141485262,0.850771497895765,0.953507109351063,19,18588685,18592337,+,REX1BD,protein_coding
ENSG00000006016,146.241327076607,0.210547687907883,0.454471495200404,0.463280293993004,0.643163468911335,0.862174579418916,19,18572220,18607741,-,CRLF1,protein_coding
ENSG00000006025,160.283840153,-0.929572153787869,0.250828868588822,-3.70600146234242,0.000210557083088558,0.00289791381545276,17,47807372,47821834,-,OSBPL7,protein_coding
ENSG00000006042,3087.22863686044,-0.0287131800761312,0.0980265841436407,-0.292912176089469,0.769589281676603,0.922981159967805,17,32927910,32945106,+,TMEM98,protein_coding
ENSG00000006062,196.877940922506,-0.634308939257649,0.25925512578035,-2.44665920239146,0.014418710315749,0.0837604260140435,17,45263119,45317029,-,MAP3K14,protein_coding
ENSG00000006114,995.868720506853,-0.514632468061439,0.102241951385085,-5.03347658265173,4.81663678337679e-07,1.44459880074729e-05,NA,NA,NA,NA,NA,NA
ENSG00000006118,433.934493983582,-0.496135461086561,0.19396289507727,-2.55788851207296,0.0105309848681715,0.0664473058053024,11,60924460,60937159,+,TMEM132A,protein_coding
ENSG00000006125,6741.62946112461,0.0446676659279892,0.10684609766145,0.418056128446751,0.675906080078842,0.881975780299526,17,35578046,35726413,+,AP2B1,protein_coding
ENSG00000006194,552.267248663245,0.105476404395868,0.119008259587832,0.886294823243112,0.375458677892862,0.680518493545639,16,3283283,3301401,+,ZNF263,protein_coding
ENSG00000006210,9.60922132806978,1.3423609672018,0.829040700619082,1.61917378266158,0.105409877241356,0.333100006992167,16,57372477,57385044,+,CX3CL1,protein_coding
ENSG00000006282,1369.85978580052,-0.11279661711332,0.162774311387141,-0.692963257851204,0.488332609705656,0.768106026516316,17,50543058,50555852,+,SPATA20,protein_coding
ENSG00000006283,62.959894863754,-1.37093577344751,0.542909437320137,-2.52516474978701,0.0115644061093307,0.0713190015081464,17,50560715,50627474,+,CACNA1G,protein_coding
ENSG00000006327,558.914279820234,-0.128080688176786,0.306469813603994,-0.417922687623276,0.676003644138446,0.881975780299526,16,3018445,3022383,+,TNFRSF12A,protein_coding
ENSG00000006432,5.1426888570651,-0.262998738354061,0.767654437746676,-0.342600427252203,0.731899080601757,0.909134675836854,14,70722526,70809534,-,MAP3K9,protein_coding
ENSG00000006451,1095.51248055838,-0.580327669214508,0.191763001688637,-3.0262754760002,0.00247586621358551,0.0217836007277483,7,39623565,39708120,+,RALA,protein_coding
ENSG00000006453,151.897155345013,-0.204462468120995,0.176072043218755,-1.16124322966462,0.245542999067015,0.546555896046557,7,98291650,98401090,-,BAIAP2L1,protein_coding
ENSG00000006459,395.715320694845,0.0136244050890029,0.239276087441804,0.0569401031029338,0.954592908460455,0.987776025191739,7,140084746,140176983,-,KDM7A,protein_coding
ENSG00000006468,199.744842384518,-0.262013956997613,0.340255053252534,-0.770051625958216,0.44126926931713,0.733191943747302,7,13891229,13991425,-,ETV1,protein_coding
ENSG00000006530,309.168864699887,0.00453928243920042,0.12605443884318,0.0360104926161909,0.971273992483853,0.99253759231728,7,141551278,141655244,+,AGK,protein_coding
ENSG00000006534,1142.48837260909,0.428797699028277,0.287053391301778,1.49379074423644,0.135230321492114,0.386715995057898,11,68008578,68029282,+,ALDH3B1,protein_coding
ENSG00000006576,1070.41696178377,-0.440367921371855,0.203553794859896,-2.16339823914831,0.0305105628995661,0.144620853486618,7,77798773,77957503,+,PHTF2,protein_coding
ENSG00000006606,4.02530892455143,-0.102480243296694,0.805329884073563,-0.127252502761133,0.898740551906862,0.970351393467707,7,75769533,75789896,-,CCL26,protein_coding
ENSG00000006607,877.938256158213,0.598097336255327,0.173927472573444,3.43877437765198,0.000584354034320822,0.00677630693715468,2,241356285,241494841,+,FARP2,protein_coding
ENSG00000006625,194.196807747488,-0.140782261006259,0.213533061784296,-0.65929959431047,0.509703402877038,0.784077200232283,7,30496621,30504841,-,GGCT,protein_coding
ENSG00000006634,85.4645537917258,-0.354648524561469,0.171708639543585,-2.06540873833811,0.0388843424652354,0.17035931198567,7,87876216,87909553,+,DBF4,protein_coding
ENSG00000006638,65.7528256356143,-0.650884820883703,0.257975212541588,-2.52305178653075,0.0116341266517037,0.0715659444221413,19,3594507,3606875,-,TBXA2R,protein_coding
ENSG00000006652,1074.49989068705,-0.0522392852353492,0.202273362825067,-0.258260823401288,0.796205619259513,0.934012388754232,7,112422887,112481017,+,IFRD1,protein_coding
ENSG00000006695,184.224818152679,0.236162098178793,0.180775141690916,1.3063859110816,0.191421354588081,0.473376508864854,17,14069490,14231736,+,COX10,protein_coding
ENSG00000006704,281.021838361536,-0.197642027304232,0.189071789574377,-1.04532795584761,0.295871421316731,0.602973906988446,7,74453790,74602605,+,GTF2IRD1,protein_coding
ENSG00000006712,1101.20692599821,-0.210931156585512,0.127917863472219,-1.64895778322096,0.0991562838592735,0.319671387827122,19,39385629,39391154,-,PAF1,protein_coding
ENSG00000006715,2215.8735104174,-0.0573217048810315,0.127410594917904,-0.449897474522951,0.652784368678719,0.867756020300196,7,38722974,38932394,-,VPS41,protein_coding
ENSG00000006740,35.5874162556033,-0.0125742616246425,0.382820399613798,-0.032846372965829,0.973797097866482,0.993301610249025,17,12789498,12991643,+,ARHGAP44,protein_coding
ENSG00000006744,923.843902511885,0.161820610453009,0.106124981764476,1.52481166792696,0.127306078810005,0.372650046302058,17,12991612,13018065,-,ELAC2,protein_coding
ENSG00000006747,1.9072766477715,0.0688423714838634,1.07980975444022,0.0637541670658009,0.949165973353459,NA,7,12570577,12660182,+,SCIN,protein_coding
ENSG00000006756,438.652125660007,0.0205238843123088,0.194382923504114,0.105584811372972,0.915911776150563,0.976184474928383,X,2903972,2929349,-,ARSD,protein_coding
ENSG00000006757,148.006976766001,0.0139108698490187,0.17302571638924,0.0803977012164177,0.935920955151695,0.981635845439901,X,7898247,7927739,-,PNPLA4,protein_coding
ENSG00000006788,10.2534484705697,3.16910248474766,1.06737805146305,2.96905344868558,0.00298718632988476,0.0250953632595018,17,10300865,10373130,-,MYH13,protein_coding
ENSG00000006831,1093.97929799541,0.241092318047958,0.0817373166944454,2.94959912801177,0.00318186481488467,0.0263344002544275,12,1688574,1788674,+,ADIPOR2,protein_coding
ENSG00000006837,11.6573093596589,-0.739995619163242,0.443427380568044,-1.66880903523658,0.0951552315322881,0.311738763328071,5,134286350,134371047,-,CDKL3,protein_coding
ENSG00000007001,1.79521779230453,-1.21819582978518,1.28563404684854,-0.947544779769432,0.343361249283898,NA,2,157876702,158136154,+,UPP2,protein_coding
ENSG00000007038,1.69021065015309,0.13686079753767,1.61918443205252,0.084524526563155,0.932639403237318,NA,16,2817180,2826304,+,PRSS21,protein_coding
ENSG00000007047,781.527426277435,0.0903690494795259,0.0976659022939604,0.925287611714556,0.35481632099846,0.662591477145886,19,45079288,45305284,+,MARK4,protein_coding
ENSG00000007080,649.488460299776,0.249576330719165,0.157707274197517,1.58252897330905,0.11352886347984,0.34725562929046,19,17933015,17943991,+,CCDC124,protein_coding
ENSG00000007168,3290.36222055667,0.107077582807877,0.067010512034041,1.59792217008403,0.110060299392945,0.341205456788062,17,2593210,2685615,+,PAFAH1B1,protein_coding
ENSG00000007171,1.48104432017406,-0.51475609563877,1.57985650504616,-0.325824588495605,0.744557074100993,NA,17,27756766,27800529,-,NOS2,protein_coding
ENSG00000007202,4253.61104121196,-0.00136247775586289,0.103046832685612,-0.0132219275484159,0.989450735515252,0.99750179168779,17,28614446,28645454,-,KIAA0100,protein_coding
ENSG00000007237,427.004099591087,-1.14067628617194,0.978488603535434,-1.16575326687556,NA,NA,17,9910606,10198606,-,GAS7,protein_coding
ENSG00000007255,128.956742128373,0.271396110996467,0.202384493776691,1.34099261228937,0.179922851212915,0.456815015177973,19,45162928,45178237,-,TRAPPC6A,protein_coding
ENSG00000007312,2.07846008722538,0.618604492659145,1.37873719715649,0.44867469589923,0.653666341034527,NA,17,63928738,63932336,-,CD79B,protein_coding
ENSG00000007341,154.037064497874,0.169066839210283,0.239758097484519,0.705155909160479,0.480713216398302,0.762652785413302,1,112523514,112620825,-,ST7L,protein_coding
ENSG00000007372,32.2125568103071,0.265843268757565,0.347543248593724,0.764921401388907,0.444318349166164,0.735602358303568,11,31784779,31817961,-,PAX6,protein_coding
ENSG00000007376,251.00087871978,0.122295848375745,0.201651022714774,0.606472740526227,0.544200878458597,0.803774396600502,16,784974,788397,-,RPUSD1,protein_coding
ENSG00000007384,1827.5137878864,0.0731990311920451,0.139703569778469,0.523959633301557,0.600306616459938,0.837981075053803,16,58059,76355,-,RHBDF1,protein_coding
ENSG00000007392,669.423558438068,-0.173468214588039,0.0915426390383571,-1.89494443693452,0.0580997631983491,0.225576036115876,16,188969,229463,-,LUC7L,protein_coding
ENSG00000007402,17.9100828448734,0.497325619136627,0.527780199036897,0.942296850173909,0.346040680360687,0.655078257889595,3,50362613,50504244,-,CACNA2D2,protein_coding
ENSG00000007516,8.15291870384701,0.357520231135309,0.525985485875068,0.679715012554979,0.496684928398423,0.774270122446201,16,1333638,1349441,+,BAIAP3,protein_coding
ENSG00000007520,451.966662917572,0.113680798497739,0.140563564143719,0.808750113802656,0.418658896149607,0.715447350131699,16,1349240,1351878,-,TSR3,protein_coding
ENSG00000007541,647.051541591026,0.166737822271187,0.148224756012895,1.12489861178575,0.2606320003134,0.563193884741993,16,566995,584109,+,PIGQ,protein_coding
ENSG00000007545,210.744544926978,0.0945495649318442,0.122967324749096,0.768899909994501,0.44195273086551,0.733600102658047,16,1612337,1677908,+,CRAMP1,protein_coding
ENSG00000007866,1619.47522334358,0.596742543446098,0.161896621082847,3.6859481035168,0.000227852782960584,0.00309830105083316,6,35473597,35497079,-,TEAD3,protein_coding
ENSG00000007923,614.134797514992,0.0341089431090075,0.131522637510892,0.259338953008623,0.795373727043157,0.933718026106271,1,6634168,6701924,-,DNAJC11,protein_coding
ENSG00000007933,858.9532541925,0.295130039409307,0.972385585780639,0.303511326910892,0.76150021671325,0.919722760026695,1,171090901,171117819,+,FMO3,protein_coding
ENSG00000007944,339.641943576917,-0.500176733498421,0.145910749250179,-3.4279635740943,0.000608127050452929,0.0070079221740242,6,16129086,16148248,+,MYLIP,protein_coding
ENSG00000007952,9.80895959778343,0.58963402256264,0.488364266718797,1.20736520410113,0.227291529752462,0.523392962409851,X,100843324,100874359,-,NOX1,protein_coding
ENSG00000007968,1.33785146699772,2.21862410118335,1.63358081976114,1.3581354986206,0.174420692928333,NA,1,23506438,23531233,-,E2F2,protein_coding
ENSG00000008018,1520.21149129856,0.0430664312577145,0.101516101664255,0.424232516336652,0.671396249052373,0.879635788119679,6,170535120,170553307,-,PSMB1,protein_coding
ENSG00000008056,18.0526818159003,0.644787418622872,0.406743163455528,1.58524463729154,0.112910762298326,0.346195752201743,X,47571901,47619857,-,SYN1,protein_coding
ENSG00000008083,301.246461842996,0.451967500645615,0.140327762867188,3.22079887408577,0.00127833825004314,0.0128356527670326,6,15246069,15522042,+,JARID2,protein_coding
