,logFC,logCPM,LR,PValue
NM_001927,-5.32187268190179,9.90857386855068,43.394121376055,4.47530606060336e-11
NM_001110556,0.616645279350569,10.2627755603213,1.66888637335336,0.196407761973049
NR_003944,0.412425438344368,10.4186923959681,0.599186178183345,0.438888704536646
NR_002436,-0.824720183387039,10.335126898049,1.88313261102671,0.169978532819149
NR_002440,0.0644413392311628,10.427317328195,0.00853389112103287,0.926396874280648
NM_212482,1.17015171704962,9.8927574810429,3.39489379015157,0.0653985749612723
NM_012090,0.583571652898446,10.1624569446386,1.50923163626538,0.219256369302121
NR_002736,-0.0904557580420946,10.2439907793541,0.0342756332851195,0.853121741299477
NR_003031,0.45002489082478,10.0477200402054,0.544731061823541,0.460478607585788
NM_001961,-0.774451943494016,10.1544524917947,2.06744959327511,0.150472970521003
NR_003940,-0.0867973587054269,10.2462866772277,0.0218816113613229,0.882402476320605
NM_001944,-0.563019503788303,10.2661040737455,1.30948785572241,0.252487402797032
NR_003030,-0.138485364194011,10.2756723042622,0.0422687673039945,0.837108303207621
NR_002908,0.420058833184661,10.2781347310529,0.518508987588802,0.471478399323517
NR_000012,-0.605814765712772,10.3265616740957,0.707060115366204,0.400421513325764
NM_001723,0.346105540962534,10.1781610884255,0.269656632679016,0.603562199000316
NR_003046,-0.289735548381578,10.1494774061907,0.2995660774302,0.584154579176062
NR_002739,-0.377768700639562,10.2406642806541,0.489053437274492,0.484349848465305
NR_000017,0.412043061152682,10.2724070299209,0.396723299144242,0.528786351955327
NM_001376,0.24237063211356,9.95075008866688,0.255219275160442,0.613423767436089
NM_002965,-1.00416544667842,10.1869152340894,3.29778340307212,0.0693734383442323
NR_003140,-0.425866716108115,10.0488441856046,0.606681278071164,0.436040110896632
NR_002956,0.332003170669655,9.94781658535451,0.260006071672706,0.610115983508631
NM_016333,-0.0954184831501689,9.80737723090807,0.0383744349153403,0.844693182181486
NR_004387,0.410328120213116,9.95396795708157,0.355071943179837,0.551255973112427
NR_003686,-0.316159170878521,9.78076742934872,0.348586238460939,0.554914519221309
NR_003076,0.397498951896819,9.73697341622042,0.680099779312528,0.409552367595836
NR_002918,0.576383327419449,9.77596482770192,1.36816450765207,0.242127497153591
NM_002160,1.18788637610795,9.48161738208757,3.66822528394488,0.0554592071105272
NM_001845,0.155129746903391,9.50856450388593,0.0376199341982542,0.84620830737353
NM_000213,2.39310915263726,9.77693331009445,13.3388767831447,0.00025996001094082
NR_002433,0.354095574079474,9.88217695897546,0.150099767533447,0.698440035115491
NM_000094,1.4865559817495,9.81243708598124,8.45563099036929,0.00363914973671354
NR_002586,0.988195654015646,9.79752819986513,3.28282894573945,0.0700081603666675
NM_022121,0.603679691242013,9.80364238910955,1.18504929328606,0.276330451890948
NM_005978,0.495173739248529,9.70658428499057,1.01008564939536,0.314882320943972
NM_003245,-4.50587668043789,9.97685968475278,21.9467894036222,2.80315456349458e-06
NR_003684,-0.0889733919278957,9.87741159346806,0.0240151984712611,0.876846246060476
NR_003032,0.168619799473267,9.73547990390297,0.0544108936818475,0.815558408670401
NM_002332,-0.790899004121463,9.45225057237536,2.24496305661535,0.134050109943566
NM_000422,1.91836283915028,9.74263058693487,10.785431607615,0.00102302047919365
NM_024423,0.523172730901322,9.83922778023391,1.17367244777296,0.278647934329263
NR_001453,-0.443613570297716,9.68748195961117,0.821791086836015,0.36465701409587
NM_006142,0.551960506857883,9.76258002145131,1.32523246644701,0.249655141167009
NM_000393,0.562619865064575,9.27622015316638,0.682791626362246,0.408627092009249
NM_001042466,-0.0584196603861676,9.43108832979724,0.0138469723936936,0.906326634855383
NM_001135242,1.31950414114094,9.71946794567556,7.51524243852498,0.00611790504941769
NM_005529,-0.417263766774988,9.32840411523055,0.685467148845817,0.407710464106882
NM_018976,-0.0183872226159392,9.54383079425087,0.000945914716794505,0.975464348780787
NM_004949,-0.251014969099867,9.67559602325076,0.256030808817854,0.61286025073177
NM_000494,0.829275837246751,9.59298832390018,1.59014949029029,0.207304777129547
NR_002196,-1.78960764557895,9.42769500691572,9.90119772653452,0.00165171237000796
NR_000013,0.367474666924392,9.60993926148912,0.419604744834146,0.517134334806281
NM_016190,-7.31644306955765,9.81485295604784,31.4361143965714,2.06111335745095e-08
NR_002588,0.737959700327712,9.64740234119285,1.11425552663036,0.291158758751342
NM_138420,1.33524543976341,9.50238270828097,6.85362617970134,0.00884615493150979
NM_006386,-0.0362522939895693,9.52260190158718,0.00622222515465864,0.937127210436392
NR_002602,-0.231736110808845,9.46560178142623,0.203271404707493,0.65209311995513
NM_006904,0.677954850520184,9.41873328396183,1.5166042755568,0.218134091696388
NM_002654,0.35782132702842,9.40720839506531,0.51574630794704,0.472661847998925
NR_002565,-0.123571225114053,9.53995213018137,0.0393621855273523,0.842732855759398
NM_001423,-2.9066844936174,9.61604714784621,26.6448715982257,2.44498898558438e-07
NM_003118,-0.176165843835294,9.12881419109678,0.110520813015626,0.739551974964951
NM_001418,-0.30590152792324,9.36183372963332,0.394569056344949,0.529907436285063
NM_022833,-0.903384585431957,9.51119234468023,3.73079375016115,0.0534180032435094
NR_003055,-0.184919731504657,9.44916742164568,0.143643671278596,0.704685246886598
NR_001285,-0.790849547500211,9.4790787619214,2.09748530155584,0.147541621057368
NR_002559,-0.1763440531505,9.59126816154032,0.0596346681631985,0.807074296736351
NM_182914,0.139383123967475,9.46985185915523,0.0883802318055587,0.766246543665086
NM_001447,0.5273627956496,9.5037905775161,0.921629477860847,0.337047488034833
NM_000610,0.0705306897910527,9.31722577094799,0.0162425976281213,0.898587054131911
NR_000025,-0.298645764467923,9.36143209067469,0.295603117366227,0.586652092526248
NR_003037,0.994860323354111,9.50548647928704,1.05776553288626,0.303725368850931
NR_003938,-0.417510562444095,9.50022694198336,0.642447236842145,0.422826004157919
NM_002997,1.36575999225964,9.48597432212718,7.39811555957701,0.00652922397803997
NR_000014,0.477064424464941,9.58509301815831,0.794206580025957,0.372831171339319
NM_003246,-2.070334406875,9.18181403989875,14.5148431123317,0.000139059538011091
NM_005228,1.19506179907478,9.05126135740691,1.4591521753913,0.227065066684869
NM_002709,0.0122603191214273,9.34342830980072,0.000651335402835684,0.979639180185713
NM_006121,-0.197086947456207,9.64936834348149,0.0408809920143085,0.839767811794069
NR_002442,-0.0420336382703954,9.25686637131585,0.00670367942558592,0.934745319333001
NR_003023,0.0776650794243583,9.44002556785126,0.0158979029372404,0.899663147713208
NM_001848,0.310000515747493,9.18654443319037,0.242849759789038,0.622155402196286
NR_002326,0.453905873533206,9.44068776437158,0.517236433518747,0.472022927408625
NM_138927,0.108869383358839,9.31133360975658,0.0560157920972415,0.812907723982647
NM_004004,0.176782473198287,9.35897300896447,0.0977581361880766,0.75453672752614
NM_152381,-7.05244557291093,9.18009962416158,15.2203712137663,9.56658634836992e-05
NR_003694,-0.201657173623016,9.27189663013557,0.194162550349176,0.659474510251764
NM_170665,-0.181230314825744,9.26730414692658,0.158257671089771,0.690765728518639
NM_004396,-0.40902361851447,9.24935526570074,0.733179369142363,0.39185456845514
NM_031407,0.0250416090883195,9.18129016590236,0.0029636168005247,0.956585319010877
NM_005245,1.78841763497267,9.10386729518126,12.920925237957,0.000324929209723343
NM_004048,-0.0278724627203843,9.13797756916068,0.00289901497012579,0.957060647293465
NM_001458,-4.39238462127123,8.83389515204082,46.6924474568571,8.30484603252133e-12
NR_003059,-0.871212948224622,9.34048124008558,2.65937209997696,0.102941364052251
NR_002738,1.78662764129611,9.5901329255619,5.76994995832843,0.0163024987406844
NR_003056,-0.570112504423461,9.34607517753406,0.54153449544765,0.461797476670046
NM_000210,1.84193091283801,9.14681717752741,10.5752436186999,0.00114612163902538
NR_003237,-0.843893082630285,9.29004920428243,1.43411316645938,0.231094338785758
NR_002743,0.305119483780931,9.48565577353868,0.418993867439127,0.517439512228147
NM_006536,0.264947357630594,9.07833593466833,0.134983240061047,0.713320184337593
NM_147780,0.226539344416027,9.06332277578448,0.195116796809202,0.658691639903645
NR_004396,0.191320633362307,9.11873890474958,0.143226813312253,0.705093964915154
NR_002598,-0.648050129916671,9.28028091954503,1.1210624940897,0.289689786486333
NM_170707,0.253715272064282,9.23106398635941,0.278267167307476,0.597839232287717
NM_153610,-4.61861394290104,8.83329740283612,26.8156074934125,2.23822352375441e-07
NM_002840,0.886409897457008,9.23899294594336,3.41489174484101,0.0646106512024874
NR_002964,0.268237960730689,9.15211790886143,0.174823685321826,0.675859950363649
NM_002705,-1.99072897760012,9.35344901637522,15.5941294325137,7.84979264422002e-05
NR_002751,0.0970423727956843,9.24170533660189,0.0408757176340373,0.839778008459692
NR_002955,0.262823008997487,9.16452318156173,0.115448265103169,0.7340246301523
NM_000701,0.90070771481884,9.15826449776808,3.73165187893136,0.0533905677862636
NR_003058,0.489757438788776,9.101370821771,0.935335108193499,0.333480427035111
NM_001128933,-4.72556229086368,8.71480142834281,33.6059102745498,6.74873559091503e-09
NR_003193,-0.538062911739253,9.17856337203206,0.892573292730162,0.344780921420924
NM_000093,1.01728773160937,8.81155673035921,1.8987963401201,0.168213108760812
NM_001846,-0.0863759468234942,8.74768358731962,0.0159012563306771,0.899652622056404
NM_198241,0.649035059352636,9.12054438544449,2.07302511904658,0.149923885156713
NM_001085458,0.539851425740288,9.19900455338748,1.10702490164545,0.292729584406275
NM_000599,-2.29593923746807,8.73849736700529,20.6751041238641,5.44189788789798e-06
NR_002576,1.0606308577506,9.11739812079596,3.11515021120315,0.0775673265338941
NR_002987,0.250348538750433,9.08692160173673,0.153678250657322,0.695044783692318
NR_003071,-0.881722916042043,9.00311673929985,3.75502467831677,0.0526490185340267
NM_003380,-0.837055803546974,8.78868915798849,2.83760844810615,0.0920811707154023
NR_003044,-0.0958561125391648,9.19919481919516,0.0206063124667253,0.885856623588667
NR_002325,-0.137951626655554,9.01691261089689,0.0493716929256607,0.824160203390014
NR_003696,0.230959166550713,9.01778886228814,0.159870968986183,0.689275340246622
NR_002921,0.307278545560907,8.95211780748428,0.26746768756577,0.605035549516901
NR_003138,0.0813163105462838,9.03422924553923,0.0324207513702817,0.857107322531168
NM_018979,0.306338738100163,8.94659386278748,0.419628563297621,0.51712244215045
NM_000918,-0.28182076323977,8.9174029861906,0.396167877852463,0.529074990126777
NM_003695,0.873197649890416,8.89350843587961,2.15820127507391,0.141810609121571
NM_004859,0.344414036140547,8.91715565316269,0.535579018300723,0.464270721960968
NR_003002,0.0640789331994187,9.01012564789582,0.0200218958931373,0.887475948464062
NM_001552,-1.05269385674699,8.60690713827518,2.15747963393045,0.141877236479412
NM_198460,-2.00440323154767,9.12679350852557,14.5065942299601,0.000139669775025134
NM_001746,0.069887870705809,9.01772318057599,0.0176085344305648,0.894432894482223
NR_002569,-1.29079725235967,9.02369998378454,3.88493709117583,0.0487210876969214
NM_000138,-1.62097614923551,8.42313586007565,12.1346873935845,0.000494925640600788
NR_002958,-0.0594125996046208,8.79066552640858,0.0137439362539453,0.90667420043517
NR_002995,0.754792835984663,9.034890880926,0.942639573368396,0.331599934185089
NM_033396,0.588299491626211,8.89041248602307,1.77868828406316,0.182310480121301
NM_003204,-0.191234616816247,8.65770237628388,0.193990315604793,0.659616057450893
NM_002275,-0.605192458247091,9.24305273962836,0.96954054592868,0.324794792141992
NM_012101,-0.800001828280995,8.93397775805096,1.80460483474224,0.179156788252172
NM_003870,0.111369136298216,8.79570395371507,0.0583063466629596,0.809193134563967
NM_001098623,-1.29064628404289,8.67908358596597,6.21291545169846,0.0126821595286427
NM_015172,0.134968568635964,8.83012359516529,0.0941935742835938,0.758912092825978
NM_144670,-2.75004436303777,9.06819412073971,28.6374687351034,8.72769591529476e-08
NM_001114980,1.07464429011858,8.82813951675497,3.40097227174773,0.0651580022899201
NM_000435,0.284654368973005,8.78704602200435,0.425312243791069,0.514298169703419
NM_016321,-2.95941612354369,9.02246495677937,38.5077387582586,5.45370038509241e-10
NM_020765,0.113988636583945,8.70085689769254,0.0686737253597585,0.793277712156216
NM_015378,-0.37673249949732,8.77688235526755,0.697794332444005,0.403525824454837
NR_003691,0.0908802090689629,8.90204177546402,0.0259970629394957,0.871907490913124
NM_021960,-0.351602116773193,8.77017075634409,0.628658334562942,0.427847873024994
NM_013318,-0.0342093509364288,8.68943267346965,0.00430899995808431,0.947662075040195
NM_004530,-1.13235791442211,8.30385380237815,5.15534403294194,0.0231749440743101
NM_001127663,-0.8600086276647,8.63353293517019,2.8432728917831,0.0917571439285126
NR_003045,-0.04995066093867,8.90217642535099,0.0129248818700596,0.909485402540089
NM_004995,0.908124980781767,8.42722590303977,3.32957534524781,0.0680444409441769
NM_001849,-0.0379239257079023,8.4499340129903,0.00401336405639086,0.949486911799107
NM_006720,-0.233521317953849,8.75539680454972,0.249257564051504,0.617598335203036
NM_003128,-0.360351569520298,8.57760232855849,0.631312383873933,0.426874331195213
NM_014631,0.0627888396102502,8.62449870855719,0.0208406114071522,0.885214008449141
NR_002963,-0.0599222161980666,8.73883239270517,0.00877595418984356,0.925363308098569
NM_004925,-1.41412127788021,8.85104080404532,4.58808389644855,0.0321949867175259
NM_001127698,-4.14951951673179,8.92387276290608,46.8824164077079,7.53759624071204e-12
NM_031243,-0.155243691440742,8.73195401736417,0.118702566755417,0.730445942724025
NR_003685,0.236352368870534,8.73968277841702,0.282702719562707,0.594935205785396
NM_000636,-0.734805673749873,8.37275903096745,0.841356220649061,0.359009178931815
NM_005252,-0.856974186070121,8.87998954544402,2.61979935372004,0.105537785066306
NM_001005340,1.75830175695388,8.54526520825477,8.55701466293706,0.00344193381149565
NR_004390,0.27907308200081,8.81807465230345,0.127950508809384,0.720566558010115
NM_000484,0.613581273811268,8.53651165218274,1.88271925090126,0.170025408745082
NM_002421,3.62417055000438,8.2348783406952,22.3319182029775,2.2936248900117e-06
NR_002960,-0.0995787414643846,8.73316885294262,0.0209197674819279,0.884997739972658
NM_006472,-2.73829959360427,8.5230755015566,30.9178640345007,2.69182577400479e-08
NR_002448,0.257860958214586,8.62796437417558,0.221877090822034,0.637613376409075
NM_005381,0.304919094237053,8.74043268490281,0.444429035957214,0.504992458502053
NM_004385,-0.871655322973203,8.16808917974594,3.83742228175646,0.0501205206437809
NM_001130523,-0.594903500728501,8.5027202457824,1.71516467557109,0.190316649076371
NR_000006,-0.108874251603828,8.68635607479898,0.0541240522671274,0.816036486367204
NM_005562,3.7891861720451,8.45251443977095,56.9437317143934,4.48461447106927e-14
NM_020914,-0.392442727351872,8.41988849325474,0.649935172023561,0.420135858194053
NR_002580,0.0650618555647577,8.57024760089209,0.00793310889366694,0.929027867388003
NM_002855,0.407163892182118,8.56601524981288,0.554718625607023,0.456396050281079
NM_015382,-0.368626014695073,8.54838971308641,0.741418416663294,0.389206887221571
NM_016252,-0.207778602828416,8.45900240701263,0.217134699422594,0.641231860191015
NM_006738,-0.46295891907715,8.40173024090546,1.18140175273385,0.277070811237348
NR_003195,-1.41818052512151,8.66823371891802,8.29842387708472,0.00396795000597813
NM_006888,-0.0763430543169456,8.42844921581601,0.0271017382591481,0.869238321441811
NM_016284,0.160225799621965,8.5524875405376,0.139273044193615,0.709004776799391
NR_003018,1.12662322804586,8.63282524978425,4.61968907503291,0.0316069670063594
NM_001042723,-3.76077547842024,8.15575791104632,53.2628686222886,2.91769819725739e-13
NM_005560,-0.0645011750197746,8.42816243215413,0.017729823004462,0.894072078631916
NM_001964,-0.879993902261948,8.76906915811991,3.64793931313687,0.0561386296412366
NM_005231,1.00486661010285,8.96216099658913,1.311156841811,0.252185309645827
NM_003486,1.40631787212984,8.69747016609793,9.38513698811187,0.00218751706715369
NR_002910,0.714385566828159,8.63175311009001,0.636161737241991,0.425104114926204
NM_001428,0.460231353422981,8.50893750660272,1.14676570498997,0.284227225686436
NM_013336,0.490543992535613,8.34617247354926,1.32175064786284,0.250278105681322
NM_203331,-0.764562538036071,8.30367351393835,2.4215876054156,0.119673590124462
NR_000011,0.370266481806072,8.48718950649784,0.292780774212815,0.588444030832139
NM_001449,-4.60779154162879,8.21278515596732,46.6522468231286,8.47697317873987e-12
NM_005253,-0.180841546523462,8.47003366581508,0.178048502143653,0.673055718609375
NM_003750,0.0550062960303119,8.47564296076232,0.016513656378379,0.897748967962987
NM_001025159,-0.965866223680218,8.2709946268564,4.27202802233685,0.0387446627311893
NM_001457,0.638645952241446,8.40392115769812,2.17984524875263,0.139828520967306
NM_007085,-1.6795695775492,8.05054125422903,14.4689090493103,0.000142492134180158
NM_003482,0.0431786621596716,8.3991286168866,0.00838155040673882,0.927054936926907
NM_001017402,1.60200344045052,8.48508298341183,9.4725666319415,0.0020856735719354
NM_004360,1.05539716448266,8.61456057295126,5.69193251089659,0.0170430760611628
NM_031844,0.0155409982137766,8.46067838354133,0.00129079325398607,0.971340079438911
NM_002375,-0.919992445669966,8.222595503393,4.36385048633543,0.0367092424611205
NM_016131,0.0646158645948601,8.44252245579859,0.0207589422502323,0.885437583016266
NM_020672,-0.195046579442964,8.66904960014251,0.188317673863708,0.664320506746757
NR_002912,0.554984811062783,8.43187610387534,1.28420068033404,0.257119448468572
NM_173842,-1.87088834769171,8.61421603757649,15.1169105655539,0.000101054003180086
NM_001130438,-0.18196126481431,8.30546675147218,0.150444250105579,0.698111178031221
NM_021738,-0.816266298283766,8.36007482063284,3.55965301139852,0.0592001127213444
NR_003690,0.152920961986948,8.36312124076049,0.128363226790144,0.720135174284472
NM_003289,-2.31826239814813,8.11559309796071,8.30724812570817,0.00394871744604521
NM_001130445,1.51644311185241,8.43236489820512,10.43339546788,0.0012375701421162
NR_002916,-0.539851658609139,8.50971058994642,0.383959040040907,0.53549200404755
NM_006024,0.304433776132126,8.06855599931303,0.146234729975276,0.70215987102096
NR_000018,-0.309652755030584,8.51698076399502,0.413722832621374,0.520085965006162
NM_014680,0.0219275756551005,8.26438712198951,0.00275375897077446,0.958149202635821
NM_015902,0.256001959462502,8.26066109350961,0.284592826934286,0.59370659519697
NM_000214,0.407292942642964,8.35418867919772,0.695513270095773,0.404295419923641
NM_005514,-0.124917547319364,8.17470928634538,0.0782467188681721,0.779687614279592
NM_181672,-0.581005113347214,8.31986002692363,1.63006237999259,0.201694420740724
NR_003125,0.200191334500477,8.42400683215403,0.158786613193556,0.690276117976436
NM_015057,-0.668271326021491,8.34842440150268,2.12015508453745,0.145371823258101
NM_001614,0.313878915657995,8.41921526559028,0.528019957181805,0.467440502148717
NM_139276,-0.42572484787443,8.22106997701753,0.868071844588655,0.351489657154549
NM_002465,-7.18886084592338,8.12761970099473,29.1522390231029,6.69083767641645e-08
NM_006836,0.180028954022434,8.27020320533429,0.172916064403665,0.677533106409482
NM_001099409,-0.216372497902368,8.23813868685374,0.194574005701384,0.659136668264987
NM_004370,0.6241686156372,8.00686379493332,1.74665420806741,0.186297898460457
NM_001920,-2.01337706350064,8.04465508957977,21.7893508488666,3.04284346442791e-06
NR_002737,-0.131488913720538,8.40909004052418,0.0517982395817853,0.81996323295203
NM_014762,0.356730936228904,8.55304390161893,0.57806374768154,0.447072272358596
NM_002639,0.816010601609421,8.37363094280138,2.88331041358999,0.0895018479323476
NM_001942,-0.688533209885126,8.41298607179745,0.883406929335308,0.347270243846225
NM_000421,1.85573836761218,8.44360017283283,4.00449524431212,0.0453790829014324
NM_006516,2.67733428068458,8.31244570330847,28.5803259663283,8.98908865337399e-08
NM_000018,-0.285783165861454,8.28769331974715,0.372267148631977,0.541771064038377
NM_001904,0.0141833570783361,8.21078778265302,0.00109631529778653,0.973586348076896
NM_022731,0.227540097169235,8.28107302129742,0.264819980232915,0.606827933497199
NM_006185,-0.748538709384632,8.20908251750846,2.92600579782044,0.0871628930459889
NM_182926,0.568056384642612,8.27491567302174,1.82448480297043,0.176780364477454
NM_005156,0.260429335915558,8.24752165179055,0.306709392701691,0.579706488304046
NM_006063,-6.29615921733575,8.01927994389146,32.1129366881151,1.45465447802657e-08
NM_001111,0.497330307955488,8.18148657572151,1.26950713414229,0.259859161555917
NM_001130004,1.04988577782938,8.18961061860521,4.42916230509519,0.0353298437175118
NM_015136,-2.03284596459144,7.90836230263254,16.0691510770435,6.10708357241723e-05
NM_001356,-0.294804486091874,8.19902131161777,0.433152469075139,0.510446120182819
NM_053056,1.30844425809496,8.73903907230338,2.53166146466674,0.111582670587803
NM_001686,-0.158311278591662,8.1895774526566,0.143128657288363,0.705190303139185
NM_015225,-4.81081295487031,7.78854795714842,41.3939413381184,1.24442479261729e-10
NM_012232,-0.255579787238388,8.13487231186662,0.331409370261923,0.564830375944669
NM_002568,0.0371503030368696,8.30350467105263,0.00484688202948291,0.944496474402904
NM_002539,2.92554908773651,8.47977095795857,8.14889408670601,0.00430874296768645
NM_005895,0.544304876048779,8.17472509517709,1.65757139201077,0.197931548887622
NM_012433,-0.33300898598358,8.18365527988712,0.581185255751024,0.44584811319335
NM_005368,-6.57779407580717,8.14124581868822,22.6585822399083,1.9349401872616e-06
NM_000876,0.180209465732303,8.13651980990527,0.173135536198718,0.67734006019151
